flavor,bT,q16,central,q84
d,2.475,1.008169722858202,1.1156541021102593,1.1682776406921103
d,2.5,0.9869434754195275,1.0970851966061983,1.150808050729512
d,2.5250000000000004,0.9668178385143694,1.0797443672854814,1.1344147714919923
d,2.5500000000000003,0.9483404706305961,1.0635531815415922,1.1192559697287123
d,2.575,0.9313855690308581,1.0486287701441828,1.1055272986484024
d,2.6,0.9145953175816928,1.0346897885031427,1.092575077004104
d,2.625,0.8994811166630461,1.0216723057678334,1.0803239306139785
d,2.6500000000000004,0.8855707969982358,1.0096378674161675,1.0690297953551573
d,2.6750000000000003,0.8722025838396549,0.998276397777997,1.0585623579841141
d,2.7,0.8602599973834164,0.987734264851302,1.0488623191367932
d,2.725,0.8493324599092751,0.9779061608245142,1.0398660790353265
d,2.75,0.8390358098364875,0.968796224301977,1.0316739632674112
d,2.7750000000000004,0.829410266935532,0.9603616820900461,1.0241706987589587
d,2.8000000000000003,0.8206324531973371,0.9526485685722681,1.0171158506804108
d,2.825,0.8125935498540475,0.9455217691054575,1.010573863188146
d,2.85,0.8046540505144693,0.9387977376348675,1.0042877271699144
d,2.875,0.7977568838011023,0.9327179555933811,0.9984422193050847
d,2.9000000000000004,0.7912845569498063,0.9269568043700022,0.9931756101605613
d,2.9250000000000003,0.7855490653767705,0.9215379670992937,0.988240239936209
d,2.95,0.7800307046429632,0.916512280627053,0.9834617577388712
d,2.975,0.7746682868320263,0.9118216027396429,0.9789602466153748
d,3.0,0.7695333851467839,0.9073091170506903,0.9747506289595074
d,3.0250000000000004,0.765023256981294,0.9029330447220499,0.9708564480484033
d,3.0500000000000003,0.7608661173835066,0.8988870501435131,0.9668946397551229
d,3.075,0.7569186645957862,0.8949767223766087,0.9630893636430621
d,3.1,0.7531070719901239,0.8912140490175615,0.9593475507395741
d,3.125,0.7490452501784081,0.8874216999718321,0.9556375468981655
d,3.1500000000000004,0.7453747684897232,0.8837045882295915,0.9518765908331263
d,3.1750000000000003,0.7417166698779273,0.8799157266093179,0.9479584232017029
d,3.2,0.7380790515245896,0.8760955119602925,0.944026365770806
d,3.225,0.7343402561755384,0.8722117305046612,0.9399361245863866
d,3.25,0.7306796881401727,0.8681833389076301,0.9357176650224579
d,3.2750000000000004,0.7269533413176911,0.8639964116246199,0.9314000336849999
d,3.3000000000000003,0.7231361409901569,0.8596888974059971,0.9269471891290872
d,3.325,0.7192178272385786,0.8552322090460563,0.9221530530882317
d,3.35,0.7150867055279638,0.8504975800738477,0.9172896272632537
d,3.375,0.7108674708893256,0.8456011682483243,0.9121458117873178
d,3.4000000000000004,0.7065192567128319,0.8405748346686195,0.9067774377735208
d,3.4250000000000003,0.7020088033620757,0.8353996733269873,0.9011897368025826
d,3.45,0.6973373203562556,0.8299095384489581,0.8953351775612729
d,3.475,0.6923502532766265,0.8240852680047193,0.8892105565062943
d,3.5,0.6872980163317051,0.8181209994906116,0.8828085692013722
d,3.5250000000000004,0.6820720473323908,0.8119105921229037,0.8761451185437412
d,3.5500000000000003,0.6765811413134964,0.8054009015488093,0.8692035756981874
d,3.575,0.6708596971442097,0.7986749001049721,0.8619913963105654
d,3.6,0.6649922519210938,0.7917441479780694,0.8544819238437232
d,3.625,0.6589719283344473,0.7845373999717056,0.8467096987782754
d,3.65,0.6527700340295501,0.77709937505826,0.8387244021283755
d,3.675,0.6463118387109351,0.7694863141280583,0.8305153907406794
d,3.7,0.6396881830520728,0.761677219913163,0.8220797708917198
d,3.725,0.6329011733073655,0.7536793137305058,0.8134583936714509
d,3.75,0.6259636910042035,0.7454513114190522,0.8046359839435807
d,3.775,0.6188839005755998,0.7370409158630606,0.7956202898457416
d,3.8,0.6116701895628306,0.7284878981515108,0.7863862422299007
d,3.825,0.6043407056414005,0.7198018381660225,0.7769724645975333
d,3.85,0.596918251138381,0.7109584810030954,0.7674144066653679
d,3.875,0.5894402290320634,0.7020205364041114,0.7577264164644978
d,3.9,0.5818793826739872,0.6929579225712569,0.7479368538890944
d,3.925,0.5742211335004345,0.6837959852556412,0.7380591360192951
d,3.95,0.5665006872242211,0.6745729322203837,0.7281030700444461
d,3.975,0.5587351727673483,0.6652923300507034,0.718091747755689
d,4.0,0.5508788007449179,0.6559821530071666,0.7080326475032738
d,4.025,0.5429611282515557,0.6466389541777781,0.6979709205472726
d,4.05,0.5350895768607301,0.6372737831451053,0.6878757745460542
d,4.075,0.5272265049685052,0.6278984770701511,0.677749235147983
d,4.1000000000000005,0.5193700540614276,0.6185223149156875,0.6676290571493488
d,4.125,0.5115223844921066,0.609171027090304,0.6575256472342241
d,4.15,0.5036642015118277,0.5998040815745693,0.6474107823433735
d,4.175,0.4958315201127168,0.5904338369053344,0.6373289660400618
d,4.2,0.48802808341131665,0.5810812040116491,0.6272931126100013
d,4.2250000000000005,0.480259687559103,0.5718229471223173,0.6172839275401943
d,4.25,0.47253201720482374,0.5626295369039627,0.607286266966431
d,4.275,0.4648314263911299,0.5534753466493314,0.597383645481757
d,4.3,0.45715874731389805,0.544373194896598,0.5875512236873041
d,4.325,0.4495410720145881,0.5353036497237722,0.5777853730650518
d,4.3500000000000005,0.4420013644502462,0.5263339236235098,0.5680871324070251
d,4.375,0.4345302069713534,0.5173990540057707,0.5584500635447596
d,4.4,0.4271301146680854,0.50854614223545,0.5488961401897889
d,4.425,0.41976797818815237,0.49978563484492533,0.539463522963706
d,4.45,0.4124691843925152,0.49111030443238013,0.5301141922605308
d,4.4750000000000005,0.4052451496169317,0.4825495202081293,0.5208440609641707
d,4.5,0.3981014853248714,0.4740756393078227,0.5116640195185113
d,4.525,0.3910333254758945,0.4656701970721852,0.5026054981726767
d,4.55,0.38404452474794476,0.4573531575675833,0.4936357966358756
d,4.575,0.3771656321634206,0.4491103626490704,0.4847777117728447
d,4.6000000000000005,0.3703566613975645,0.4409646028596462,0.4760250502599297
d,4.625,0.3635980734328429,0.4329539991583051,0.46738222169828536
d,4.65,0.35694918100245593,0.4250379632079625,0.4588373046222307
d,4.675,0.35038712915353987,0.41722927483071365,0.45039287767864306
d,4.7,0.3439087497113121,0.40950370045384904,0.4420435416046817
d,4.7250000000000005,0.3375125562432034,0.4018580457780604,0.4338031554763448
d,4.75,0.33120300547506476,0.39430398695445007,0.4256734322301346
d,4.775,0.3249830172731951,0.3868649162206944,0.417655904102103
d,4.800000000000001,0.31883307641621916,0.37951252355137616,0.40973384970343757
d,4.825,0.31273828509484,0.37228046646278024,0.4019065412255605
d,4.8500000000000005,0.30672689617219734,0.36516043741177173,0.3941731637784703
d,4.875,0.30080039271261494,0.35813496432488834,0.38656375077322597
d,4.9,0.2949754784644276,0.3512061165147653,0.37906165415501325
d,4.925000000000001,0.2892476983280588,0.34437333870268794,0.37166760945378663
d,4.95,0.28359489997728804,0.33761900816848023,0.364385558897861
d,4.9750000000000005,0.2780097250583921,0.33095717011931586,0.3571981104763343
d,5.0,0.27250611768036825,0.32440527151810844,0.35011693483362083
d,5.025,0.26708613481723503,0.31794534170127653,0.34313894838237174
d,5.050000000000001,0.2617495129907028,0.3115717234639187,0.33627039527806685
d,5.075,0.2564937107408368,0.3052998650866602,0.32950747674229003
d,5.1000000000000005,0.2513169973024369,0.2991520903660393,0.322848681284278
d,5.125,0.24621636755042733,0.29309094584809214,0.31629455976029097
d,5.15,0.24121190617958096,0.2871181308556034,0.309843433985938
d,5.175000000000001,0.23628737256012675,0.28124613361521006,0.3034844347219372
d,5.2,0.23143942605036277,0.27544913401580523,0.2972265899897488
d,5.2250000000000005,0.22666842291005923,0.2697292062559349,0.2910625314913363
d,5.25,0.22197233700102928,0.26410950266552335,0.28498868868141436
d,5.275,0.21733814781002744,0.2585756550467137,0.27900170992126927
d,5.300000000000001,0.2127791084887207,0.25312041062740726,0.27312532958591057
d,5.325,0.20829942350881872,0.24775797025101243,0.267343451319273
d,5.3500000000000005,0.2038918842888286,0.2424861107311688,0.26165627873404823
d,5.375,0.1995476021774526,0.23730663420725961,0.2560630194310511
d,5.4,0.19526898012921154,0.2322139380622013,0.25056904311910766
d,5.425000000000001,0.19104156442887657,0.2272012526486951,0.24517003507919338
d,5.45,0.18688711588592602,0.22228498575627886,0.23986849258679205
d,5.4750000000000005,0.18280672147079538,0.2174566706456581,0.23465644648272416
d,5.5,0.17882500305994053,0.21269922485474302,0.22954021810841363
d,5.525,0.1749133587844836,0.20804279630503447,0.22451271437668952
d,5.550000000000001,0.17106490559530574,0.2034665172328888,0.21956863768583987
d,5.575,0.16726972901545087,0.1989698063614851,0.21470850528656213
d,5.6000000000000005,0.16354170937694673,0.19455290122892027,0.2099347787307551
d,5.625,0.1598869640915509,0.19020596398482048,0.2052460807916006
d,5.65,0.15630279247591392,0.1859244039354301,0.20064164820941252
d,5.675000000000001,0.15278926794614772,0.18173592306159994,0.19611971610604298
d,5.7,0.14933817895842375,0.17761533742908844,0.19167988724357038
d,5.7250000000000005,0.14594977611358947,0.17356965513027256,0.18732286586620026
d,5.75,0.14262734742543284,0.16959708570215498,0.18304978127899704
d,5.775,0.13936662808812342,0.1656997561466217,0.17885513373167886
d,5.800000000000001,0.13616689335434326,0.16187795955906284,0.17473784382599442
d,5.825,0.13301660166767368,0.15812765770716675,0.17069498524155466
d,5.8500000000000005,0.12990956645023047,0.15445733381542798,0.16672560975230255
d,5.875,0.12685939385978015,0.15085273004144184,0.16282337003644656
d,5.9,0.12388208584329463,0.1473216422021715,0.15900578310356048
d,5.925000000000001,0.12095864836036682,0.14386380723077058,0.15526717395192416
d,5.95,0.11809435994575518,0.14047008794714305,0.1515976077389426
d,5.9750000000000005,0.11528983343392453,0.1371410792759064,0.14800990571520495
d,6.0,0.1125533971161351,0.13387910218220436,0.14450000238647676
d,6.025,0.10987162836590558,0.13068210068687744,0.14104164180503648
d,6.050000000000001,0.10724310529823848,0.12755204325466346,0.13765185529736462
d,6.075,0.10466662306748299,0.12448322839158554,0.13433237024086975
d,6.1000000000000005,0.10213622529438804,0.1214750071790878,0.13109046463222385
d,6.125,0.09965706791686918,0.11852373561292984,0.12791251151768657
d,6.15,0.09722631118602336,0.11563434633577666,0.12479832534903297
d,6.175000000000001,0.09484489620294245,0.11280119018003659,0.12174853197440758
d,6.2,0.09251248784347359,0.1100259371746429,0.11876195762156468
d,6.2250000000000005,0.09023310655968315,0.10731405666439811,0.11583676890212194
d,6.25,0.08800872042977766,0.10466377955791575,0.11297098513931589
d,6.275,0.08583228361606818,0.10206568591234572,0.11016639131432304
d,6.300000000000001,0.08370350108303708,0.0995174009815429,0.10741814460881331
d,6.325,0.08161830161886646,0.09702554393847929,0.10473592239905485
d,6.3500000000000005,0.07957221728287073,0.0945903107475789,0.10210460264348072
d,6.375,0.07756915762361188,0.09220809832895016,0.09953294971299094
d,6.4,0.07560084958832305,0.08987215055406575,0.097003570661057
d,6.425000000000001,0.07367475352903421,0.08758681786676395,0.09452748992687772
d,6.45,0.07178997684467787,0.08534970703268191,0.09210542200021027
d,6.4750000000000005,0.06994637974679345,0.08315835343131855,0.08974860787686391
d,6.5,0.06814340015834203,0.08101591258172255,0.08743666416190621
d,6.525,0.06638019381504216,0.07892100889991635,0.08517603074062996
d,6.550000000000001,0.06465626453674547,0.07687359824891504,0.08296356742273982
d,6.575,0.06297323081403841,0.07487380998037055,0.08081021957702188
d,6.6000000000000005,0.06132842382420701,0.0729218793667497,0.07870750910332362
d,6.625,0.05972350510559202,0.07101375960461534,0.07664210555978986
d,6.65,0.058152852763570205,0.0691454158259312,0.07462107880435168
d,6.675000000000001,0.056617985192295106,0.06731597491986205,0.07265364524869228
d,6.7,0.05511831103319839,0.0655283807381569,0.07073199708376594
d,6.7250000000000005,0.05365323765945594,0.0637819392650178,0.06885472151460421
d,6.75,0.05222194380234485,0.062077222871877356,0.06701867792680465
d,6.775,0.050823725239451126,0.060413393613723,0.06522245577928158
d,6.800000000000001,0.049458058604154746,0.0587869515750626,0.0634677951706018
d,6.825,0.04812423555559398,0.057199770328943,0.061754432539936566
d,6.8500000000000005,0.04682109373512366,0.05564530065855851,0.060079786668982074
d,6.875,0.0455471552116905,0.0541242942699188,0.058444344532168166
d,6.9,0.04430366281259229,0.0526420470550552,0.056850264618176494
d,6.925000000000001,0.04309208207336544,0.0511966586740379,0.055296076294503886
d,6.95,0.04190927134501967,0.0497914657969665,0.053779169801341176
d,6.9750000000000005,0.040755032808959986,0.048418208272194244,0.05229830340028591
d,7.0,0.039630294875512326,0.04707702758870515,0.050853239640231945
d,7.025,0.03853286589817955,0.045770180809984996,0.04944308990081007
d,7.050000000000001,0.03746027673699846,0.044495590153182454,0.04806376943841267
d,7.075,0.03641290940931173,0.0432530257534067,0.046719928501093105
d,7.1000000000000005,0.03539106232849319,0.042038937213174504,0.04541096858398316
d,7.125,0.03439545749765813,0.040852974085434604,0.04413210891730348
d,7.15,0.03342493309020694,0.03969782449742494,0.04288152413576544
d,7.175000000000001,0.03247730612175948,0.038571174725968146,0.041664559574332787
d,7.2,0.03155317006067404,0.037475809536511195,0.04047500232629936
d,7.225,0.030652839478509813,0.03640789041588405,0.039319534042805304
d,7.25,0.029776030609750783,0.0353668716007456,0.03819461886264827
d,7.275,0.028918395089241055,0.034351642752456245,0.03709803874190215
d,7.300000000000001,0.028084426934554752,0.0333595836661866,0.036028489390387566
d,7.325,0.02727283176253857,0.0323915255897812,0.034983628626024194
d,7.35,0.026480996590104496,0.031452731944093495,0.03396994341147373
d,7.375,0.02570779771762247,0.0305375777877427,0.032983083538155475
d,7.4,0.02495406510212105,0.029642418454811956,0.03202031810246383
d,7.425000000000001,0.024221888423162776,0.02877220991211055,0.03107941488707249
d,7.45,0.023508994059033898,0.0279243256887345,0.030162788658291348
d,7.475,0.022815178955710447,0.0270978390907009,0.029271037081423323
d,7.5,0.02213961953506893,0.0262938594867362,0.028404498417951368
d,7.525,0.021481931952288605,0.0255119449818147,0.02755940539869745
d,7.550000000000001,0.020841707584048484,0.0247519865271011,0.026738860921624474
d,7.575,0.020218528170702185,0.02400949383532275,0.025938502062953003
d,7.6,0.019612032630030925,0.0232873627843626,0.025161161751109332
d,7.625,0.019021828065429583,0.02258639859454345,0.024403793615246316
d,7.65,0.018447547721950834,0.0219044372518842,0.023666402487658642
d,7.675000000000001,0.017888648065552494,0.0212400869095297,0.022950058342453464
d,7.7,0.017344418436193786,0.02059351785042575,0.022254275029610665
d,7.725,0.016816310187417634,0.019963808169819897,0.021577378511203758
d,7.75,0.016302557991544748,0.01935323902238005,0.02091737492196438
d,7.775,0.015802542492489347,0.018759583121987302,0.020275727007455446
d,7.800000000000001,0.015316913413862984,0.018183350927970403,0.019651947613107564
d,7.825,0.014844666276214405,0.017623361382564803,0.019047004998151183
d,7.85,0.014386001949811728,0.017078430663617198,0.018458334939365474
d,7.875,0.013940025898959629,0.01654679904760925,0.01788463595382733
d,7.9,0.013506183384587894,0.016031286074411802,0.01732821949838337
d,7.925000000000001,0.013083802247404554,0.015529996349627848,0.016788393657647137
d,7.95,0.012673945338372364,0.015042713677762602,0.01626218642974607
d,7.975,0.012275575808641715,0.01456968655485735,0.015751962515591755
d,8.0,0.011888787590526658,0.0141104793255691,0.015255343505867191
